,COU.AG.ALPHA,COU.AG.DELTA,COU.AG.EPOCH,COU.AG.EQUINOX,COU.AG.PMA,COU.AG.PMD,COU.GS.MAG,DEL.REF.NAME,DEL.REF.OPL,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.DIT,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.DIT,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NDIT.SKY,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,INS.STSOFFANG,SEQ.ACQ.DET1.DIT,SEQ.ACQ.DET2.DIT,SEQ.ACQ.SKY.DURATION,SEQ.ACQ.TARG.DURATION,SEQ.DIL.WL0,SEQ.FI.HMAG,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.PUP.DET1.DIT,SEQ.PUP.SKY.DURATION,SEQ.PUP.TARG.DURATION,SEQ.SKY.OFFS.ALPHA,SEQ.SKY.OFFS.DELTA,SEQ.SKY.X,SEQ.SKY.Y,SEQ.TARG.FLUX.L,SEQ.TARG.FLUX.N,SEQ.TARG.MAG.K,TEL.GS1.ALPHA,TEL.GS1.DELTA,TEL.GS1.MAG,TEL.TARG.ADDVELALPHA,TEL.TARG.ADDVELDELTA,TEL.TARG.ALPHA,TEL.TARG.DELTA,TEL.TARG.EQUINOX,TEL.TARG.PMA,TEL.TARG.PMD
6183,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6184,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6185,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6186,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6187,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6188,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6189,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6190,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6191,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6192,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6193,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6194,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6195,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6196,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6216,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6218,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,350.0,52.0,-0.3,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256
6219,0.0,0.0,2000.0,2000.0,0.0,0.0,6.7,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,16.0,2.0,2.7,0.0,0.0,12.0,0.0,0.0,10627.692,-395122.607,2000.0,0.016044,0.019536
6220,0.0,0.0,2000.0,2000.0,0.0,0.0,6.7,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,16.0,2.0,2.7,0.0,0.0,12.0,0.0,0.0,10627.692,-395122.607,2000.0,0.016044,0.019536
6225,0.0,0.0,2000.0,2000.0,0.0,0.0,6.7,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,20.0,73.0,4.1,0.0,0.0,12.0,0.0,0.0,65133.39,-65759.4,2000.0,-0.00368,0.00386
6262,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6264,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6265,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6266,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6268,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6269,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6270,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6277,0.0,0.0,2000.0,2000.0,0.0,0.0,6.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,6500.0,2200.0,-2.2,0.0,0.0,12.0,0.0,0.0,21920.79,-25839.4,2000.0,0.00933,-0.237
6286,0.0,0.0,2000.0,2000.0,0.0,0.0,6.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,6500.0,2200.0,-2.2,0.0,0.0,12.0,0.0,0.0,21920.79,-25839.4,2000.0,0.00933,-0.237
6347,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6348,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,9.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6349,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,9.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6355,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,9.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6356,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6357,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,9.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6358,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6359,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6363,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,230.0,38.0,0.4,0.0,0.0,12.0,0.0,0.0,1438.41,-185558.3,2000.0,-0.0261,-0.0736
6366,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,230.0,38.0,0.4,0.0,0.0,12.0,0.0,0.0,1438.41,-185558.3,2000.0,-0.0261,-0.0736
6372,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6373,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6375,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6379,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6384,0.0,0.0,2000.0,2000.0,0.0,0.0,0.1,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,240.0,41.0,0.2,0.0,0.0,12.0,0.0,0.0,51432.27,-81205.8,2000.0,0.00131,0.0005
6387,0.0,0.0,2000.0,2000.0,0.0,0.0,0.1,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,240.0,40.0,0.2,0.0,0.0,12.0,0.0,0.0,51432.27,-81205.8,2000.0,0.00131,0.0005
6392,0.0,0.0,2000.0,2000.0,0.0,0.0,1.4,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,134.0,18.0,1.0,0.0,0.0,12.0,0.0,0.0,52814.72,-204533.9,2000.0,-0.00502,-0.086
6450,0.0,0.0,2000.0,2000.0,0.0,0.0,5.1,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,50.0,8.0,1.7,0.0,0.0,12.0,0.0,0.0,182218.57,-383924.8,2000.0,-0.0416,-0.029
6452,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6453,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6456,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6458,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6466,0.0,0.0,2000.0,2000.0,0.0,0.0,1.2,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,110.0,18.0,1.1,0.0,0.0,12.0,0.0,0.0,225739.04,-293720.0,2000.0,0.329,-0.165
6476,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,,512.0,512.0,20.0,,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,,,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
