,COU.AG.ALPHA,COU.AG.DELTA,COU.AG.EPOCH,COU.AG.EQUINOX,COU.AG.PMA,COU.AG.PMD,COU.GS.MAG,DEL.REF.OPL,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,GetAutoLADC.-.max.ODP,SEQ.ACQ.DET1.DIT,SEQ.ACQ.DET2.DIT,SEQ.ACQ.SKY.DURATION,SEQ.ACQ.TARG.DURATION,SEQ.DIL.WL0,SEQ.FS.DET1.DIT,SEQ.FS.INS.SFL.NAME,SEQ.FS.INS.SFN.NAME,SEQ.FS.SKY.DURATION,SEQ.FS.TARG.DURATION,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.PUP.DET1.DIT,SEQ.PUP.SKY.DURATION,SEQ.PUP.TARG.DURATION,SEQ.SKY.OFFS.ALPHA,SEQ.SKY.OFFS.DELTA,SEQ.TARG.FLUX.L,SEQ.TARG.FLUX.N,SEQ.TARG.MAG.K,TEL.CHOP.FREQ,TEL.CHOP.POSANG,TEL.CHOP.PVRATIO,TEL.CHOP.THROW,TEL.GS1.ALPHA,TEL.GS1.DELTA,TEL.GS1.MAG,TEL.TARG.ADDVELALPHA,TEL.TARG.ADDVELDELTA,TEL.TARG.ALPHA,TEL.TARG.DELTA,TEL.TARG.EQUINOX,TEL.TARG.PMA,TEL.TARG.PMD,Temperature
2780,0.0,0.0,2000.0,2000.0,0.0,0.0,1.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.561493729016765e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,10000.0,2500.0,-4.1,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,162924.45,-262555.2,2000.0,-0.0121,-0.0233,287.58
2782,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.3244701576471967e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,370.0,52.0,-0.3,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256,287.58
2784,0.0,0.0,2000.0,2000.0,0.0,0.0,1.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.2853358641805083e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,10000.0,2500.0,-4.1,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,162924.45,-262555.2,2000.0,-0.0121,-0.0233,287.59
2786,0.0,0.0,2000.0,2000.0,0.0,0.0,2.3,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.4820277087267832e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,370.0,52.0,-0.3,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256,287.59
2788,0.0,0.0,2000.0,2000.0,0.0,0.0,1.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.3575282618648385e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,976.0,48.0,-1.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,164839.89,-690139.7,2000.0,0.018,-0.0316,287.58
2791,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.906421489453973e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,6248.0,941.0,-3.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,224240.05,-465304.4,2000.0,0.135,-0.00438,287.59
2816,0.0,0.0,2000.0,2000.0,0.0,0.0,9.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.22711137209e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,55.0,10.0,2.4,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,165157.11,-500145.9,2000.0,-0.00552,-0.0172,287.545
2818,0.0,0.0,2000.0,2000.0,0.0,0.0,13.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,8.944930733958377e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,300.0,360.0,2.42,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,180204.12,-233742.14,2000.0,0.0,0.0,287.54
2820,0.0,0.0,2000.0,2000.0,0.0,0.0,3.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,7.083284316174289e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,520.0,76.0,-0.63,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,165837.21,-555924.5,2000.0,-0.0178,-0.0367,287.54
2822,0.0,0.0,2000.0,2000.0,0.0,0.0,8.35,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.1137823286844207e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,4.27,0.511,4.94,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,172907.46,-390528.6,2000.0,-0.00274,-0.00265,287.535
2824,0.0,0.0,2000.0,2000.0,0.0,0.0,10.62,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.2106860265359e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,4.63,11.6,6.57,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,172444.7,-384351.46,2000.0,0.0,0.0,287.535
2826,0.0,0.0,2000.0,2000.0,0.0,0.0,6.67,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,6.540744877382367e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,30.3,3.3,2.9,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,193303.15,-302146.0,2000.0,0.00626,-0.0274,287.55
2828,0.0,0.0,2000.0,2000.0,0.0,0.0,13.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.8424639067175843e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,300.0,360.0,2.42,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,180204.12,-233742.14,2000.0,0.0,0.0,287.54
2829,0.0,0.0,2000.0,2000.0,0.0,0.0,13.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,0.0,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,300.0,360.0,2.42,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,180204.12,-233742.14,2000.0,0.0,0.0,287.54
2831,0.0,0.0,2000.0,2000.0,0.0,0.0,2.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,6.663101084295349e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,400.0,60.0,-0.3,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,182059.64,-294941.1,2000.0,0.0325,-0.0256,287.55
2833,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.337250442588836e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2100.0,1000.0,-1.6,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,234349.46,-151704.1,2000.0,0.0273,-0.0299,287.555
2836,0.0,0.0,2000.0,2000.0,0.0,0.0,2.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,8.228801953828285e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,780.0,55.0,-0.23,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,4335.37,-175911.7,2000.0,0.233,0.032,287.565
2907,0.0,0.0,2000.0,2000.0,0.0,0.0,2.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.2761407332e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,20.0,10.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,124139.643,-12657.742,2000.0,-0.61476,0.06134,287.935
2908,0.0,0.0,2000.0,2000.0,0.0,0.0,6.4,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.25257347635e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,52.0,8.0,1.9,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,124751.41,33421.7,2000.0,-0.00797,-0.00308,287.94
2909,0.0,0.0,2000.0,2000.0,0.0,0.0,6.4,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.891056789365496e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,52.0,8.0,1.9,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,124751.41,33421.7,2000.0,-0.00797,-0.00308,287.935
2967,0.0,0.0,2000.0,2000.0,0.0,0.0,5.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,700.0,130.0,-0.8,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,105601.468,61107.327,2000.0,-0.0239,-0.00642,
2993,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.1409041623e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,150.0,30.0,0.8,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,130210.597,105732.941,2000.0,-0.2788,-0.01429,287.96
2996,0.0,0.0,2000.0,2000.0,0.0,0.0,5.296,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.942165050683352e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,28.0,3.0,2.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,194043.38,-161735.7,2000.0,0.0688,-0.0503,287.585
2997,0.0,0.0,2000.0,2000.0,0.0,0.0,5.296,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.9262820647222087e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,28.0,3.0,2.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,194043.38,-161735.7,2000.0,0.0688,-0.0503,287.99
2998,0.0,0.0,2000.0,2000.0,0.0,0.0,3.64,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.6507292924825575e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,119.47,15.4,0.94,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,230926.79,-211020.6,2000.0,0.0554,0.0305,287.985
3000,0.0,0.0,2000.0,2000.0,0.0,0.0,3.64,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.82418184317e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,119.47,15.4,0.94,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,230926.79,-211020.6,2000.0,0.0554,0.0305,287.59
3002,0.0,0.0,2000.0,2000.0,0.0,0.0,9.83,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.53109052907e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,76.76,30.61,0.951,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,232245.36,-104900.0,2000.0,0.0285,-0.0064,287.985
3019,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3000.0,300.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,100000.0,-450000.0,2000.0,250.0,0.0,
3020,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3000.0,300.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,100000.0,-450000.0,2000.0,250.0,0.0,
3021,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3000.0,300.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,100000.0,-450000.0,2000.0,250.0,0.0,
3022,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3000.0,300.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,100000.0,-450000.0,2000.0,250.0,0.0,
3023,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3000.0,300.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,100000.0,-450000.0,2000.0,250.0,0.0,
3024,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,43.0,-0.27,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.97,-362211.3,2000.0,-0.52053,-0.51806,
3026,0.0,0.0,2000.0,2000.0,0.0,0.0,8.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.9038730422205845e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,7945.0,3332.0,-3.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,134902.0,-282203.5,2000.0,-0.0518,-0.0597,287.99
3028,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.08461702175e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,43.0,-0.27,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.97,-362211.3,2000.0,-0.52053,-0.51806,287.995
3030,0.0,0.0,2000.0,2000.0,0.0,0.0,8.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.41880980772e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,7945.0,3332.0,-3.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,134902.0,-282203.5,2000.0,-0.0518,-0.0597,287.995
3032,0.0,0.0,2000.0,2000.0,0.0,0.0,8.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.93452673907e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,7945.0,3332.0,-3.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,134902.0,-282203.5,2000.0,-0.0518,-0.0597,287.995
3034,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.87475983775e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,43.0,-0.27,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.97,-362211.3,2000.0,-0.52053,-0.51806,287.99
3036,0.0,0.0,2000.0,2000.0,0.0,0.0,8.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.50998997553e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,7945.0,3332.0,-3.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,134902.0,-282203.5,2000.0,-0.0518,-0.0597,287.99
3038,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.03457463977e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,43.0,-0.27,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.97,-362211.3,2000.0,-0.52053,-0.51806,287.99
3040,0.0,0.0,2000.0,2000.0,0.0,0.0,8.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.04112772775e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,7945.0,3332.0,-3.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,134902.0,-282203.5,2000.0,-0.0518,-0.0597,287.99
3042,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.72982205684e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,43.0,-0.27,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.97,-362211.3,2000.0,-0.52053,-0.51806,287.99
3044,0.0,0.0,2000.0,2000.0,0.0,0.0,8.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.68348341835e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,7945.0,3332.0,-3.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,134902.0,-282203.5,2000.0,-0.0518,-0.0597,287.995
3046,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.46243592498e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,43.0,-0.27,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.97,-362211.3,2000.0,-0.52053,-0.51806,287.98
3049,0.0,0.0,2000.0,2000.0,0.0,0.0,8.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.59860016209e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,7945.0,3332.0,-3.2,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,134902.0,-282203.5,2000.0,-0.0518,-0.0597,287.97
3052,0.0,0.0,2000.0,2000.0,0.0,0.0,2.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.81977183545e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,43.0,-0.27,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.97,-362211.3,2000.0,-0.52053,-0.51806,287.97
3053,0.0,0.0,2000.0,2000.0,0.0,0.0,3.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.33578998975e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,319.0,50.0,-0.15,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,152148.37,-361540.952,2000.0,-0.09233,-0.08567,287.975
